Month,Topic,Score
'January 2020','politics',0.11547969485127182
'January 2020','bio-attack',0.0863569260512359
'January 2020','bio-attack',0.046206308816724696
'January 2020','politics',0.22925031819643737
'January 2020','politics',0.15088690744815164
'January 2020','covid-response',0.08399311560312721
'January 2020','politics',0.06518992235419313
'January 2020','covid-response',0.10658627601936986
'January 2020','politics',0.07781119274980453
'January 2020','politics',0.09051955218758839
'January 2020','politics',0.11594990096916373
'January 2020','far-right',0.05686127332136543
'January 2020','politics',0.0874085389745626
'January 2020','Bill-Gates',0.09162304378410296
'January 2020','far-right',0.09940603324776834
'January 2020','politics',0.07558576849363476
'January 2020','covid-response',0.14996053097964626
'January 2020','far-right',0.12808477123181305
'January 2020','covid-response',0.05881978724585365
'January 2020','politics',0.07903957297258425
'January 2020','politics',0.10206384229843335
'January 2020','far-right',0.08214287268190695
'January 2020','politics',0.05538873953816151
'January 2020','politics',0.07841780992779057
'January 2020','far-right',0.07197152098254404
'January 2020','Bill-Gates',0.07295448654826713
'January 2020','politics',0.05555066281667423
'January 2020','politics',0.07808745439757539
'January 2020','far-right',0.05279812233814339
'January 2020','politics',0.07575809868665995
'January 2020','covid-response',0.1857321344319993
'January 2020','covid-response',0.22840200650447362
'January 2020','politics',0.053176351173574915
'January 2020','politics',0.05095361751504208
'January 2020','bio-attack',0.22871919191277118
'January 2020','politics',0.06770755179325344
'January 2020','covid-response',0.24339431924031527
'January 2020','politics',0.08775855152600948
'January 2020','bio-attack',0.23409960440341035
'January 2020','covid-response',0.06322764056127593
'January 2020','far-right',0.05699419076317643
'January 2020','bio-attack',0.14849335743655004
'January 2020','far-right',0.1322114210120249
'January 2020','politics',0.3284904438913754
'January 2020','politics',0.0714501726552778
'January 2020','covid-response',0.4611645177530911
'January 2020','politics',0.09263632913003245
'January 2020','treatment',0.059165313343269924
'January 2020','covid-response',0.08237119036730645
'January 2020','far-right',0.07331178067334486
'January 2020','covid-response',0.22759409175687262
'January 2020','politics',0.7604066307733459
'January 2020','politics',0.10561221879094537
'January 2020','bio-attack',0.09894709139040932
'January 2020','politics',0.04417631003138306
'January 2020','bio-attack',0.07318243459696322
'January 2020','bio-attack',0.13261728619551388
'January 2020','politics',0.057498920525950584
'January 2020','politics',0.1001943448697031
'January 2020','Bill-Gates',0.16911837018622763
'January 2020','politics',0.08532601368532994
'January 2020','Bill-Gates',0.053507447662424434
'January 2020','Bill-Gates',0.06101166180704638
'January 2020','politics',0.05578905689559631
'January 2020','Bill-Gates',0.1877698006345788
'January 2020','politics',0.1224610278341473
'January 2020','politics',0.04814575383526089
'January 2020','Bill-Gates',0.07636229748066409
'January 2020','Bill-Gates',0.06224239075305975
'January 2020','politics',0.048345258137005756
'January 2020','bio-attack',0.22677438073539907
'January 2020','politics',0.055139083706070624
'January 2020','bio-attack',0.0465986724409727
'January 2020','politics',0.17535996114353358
'January 2020','bio-attack',0.13441019840780585
'January 2020','bio-attack',0.4760932203066653
'January 2020','politics',0.12074493810656586
'January 2020','treatment',0.112291424219967
'January 2020','Bill-Gates',0.0653317756495731
'January 2020','treatment',0.40319039654606936
'January 2020','doubt',0.05637151858926264
'January 2020','politics',0.08281910424060342
'January 2020','doubt',0.3744977366475132
'January 2020','Bill-Gates',0.04775064927825867
'January 2020','covid-response',0.08558697266525497
'January 2020','politics',0.19267350745640605
'January 2020','doubt',0.06295154533423962
'January 2020','Bill-Gates',0.07721338910939719
'January 2020','doubt',0.12331224393808499
'January 2020','politics',0.04531645505151216
'January 2020','Bill-Gates',0.050903220369010335
'January 2020','treatment',0.18236439038643165
'January 2020','covid-response',0.06994234075041665
'January 2020','politics',0.03985182263067437
'January 2020','doubt',0.07227815269012919
'January 2020','politics',0.10409972049268616
'January 2020','doubt',0.08278204085826349
'January 2020','covid-response',0.054453031880260086
'January 2020','politics',0.047649861216687184
'January 2020','treatment',0.12891372733651577
'January 2020','politics',0.06720539221821355
'January 2020','Bill-Gates',0.07369715673224375
'January 2020','treatment',0.05464153018768135
'January 2020','covid-response',0.126731666595701
'January 2020','Bill-Gates',0.07238014402606463
'January 2020','Bill-Gates',0.15843661695662972
'January 2020','treatment',0.10676770863082653
'January 2020','covid-response',0.0661795325581685
'January 2020','treatment',0.07364960626543486
'January 2020','covid-response',0.11661921288475224
'January 2020','politics',0.07247389774787363
'January 2020','politics',0.07578906169657443
'January 2020','doubt',0.07014046532362474
'January 2020','doubt',0.20724962509899267
'January 2020','doubt',0.07103660547959947
'January 2020','covid-response',0.07126794811300764
'January 2020','covid-response',0.07729646832516926
'January 2020','treatment',0.08531349178409568
'January 2020','politics',0.22918985250795643
'January 2020','politics',0.043234142891108815
'January 2020','covid-response',0.0724852593908513
'January 2020','politics',0.18001768785448843
'January 2020','politics',0.05195022170004555
'January 2020','politics',0.25729723908897684
'January 2020','covid-response',0.0923433136070384
'January 2020','covid-response',0.42143532897846364
'January 2020','politics',0.0366945411200788
'January 2020','treatment',0.09717634827142521
'January 2020','treatment',0.041147809996413195
'January 2020','covid-response',0.17900748797449717
'January 2020','covid-response',0.05328423460929366
'January 2020','treatment',0.0490333842879553
'January 2020','politics',0.038981892797961465
'January 2020','politics',0.06288589289665292
'January 2020','politics',0.05419057458073535
'January 2020','politics',0.07914269302083717
'January 2020','politics',0.048512087631847445
'January 2020','politics',0.06023040975318924
'January 2020','politics',0.04058847404858061
'January 2020','politics',0.19692358478518204
'January 2020','politics',0.1420681014586878
'January 2020','politics',0.047416704318195446
'January 2020','politics',0.09568473888368939
'January 2020','politics',0.1878694089787264
'February 2020','Bill-Gates',0.4311672096390728
'February 2020','religion',0.14937517434195782
'February 2020','Bill-Gates',0.13076341796670474
'February 2020','Bill-Gates',0.25482567756324137
'February 2020','religion',0.11084472775987095
'February 2020','religion',0.21155233040381138
'February 2020','religion',0.5279669854727038
'February 2020','doubt',0.701177648542362
'February 2020','religion',0.19835354182706538
'February 2020','religion',0.6962517359061455
'February 2020','religion',0.10744998195360932
'February 2020','doubt',0.2861267060843239
'February 2020','Bill-Gates',0.17944367893287283
'February 2020','Bill-Gates',0.11570324059809063
'February 2020','religion',0.09785826271854145
'February 2020','religion',0.09182921876346875
'February 2020','doubt',0.2836390406751902
'February 2020','side-effects',0.11377198900133421
'February 2020','religion',0.09229436350062845
'February 2020','doubt',0.1732035557521342
'February 2020','religion',0.20008388886684114
'February 2020','doubt',0.32470881718516537
'February 2020','doubt',0.6882254013198126
'February 2020','religion',0.10033140425389502
'February 2020','doubt',0.32096450005068233
'February 2020','religion',0.3655241822773301
'February 2020','religion',0.11327449415839552
'February 2020','Bill-Gates',0.0994887077427293
'February 2020','treatment',0.32120409368598585
'February 2020','politics',0.13671428586332363
'February 2020','treatment',0.22099507924516104
'February 2020','religion',0.13173950778672883
'February 2020','Bill-Gates',0.1469290742405921
'February 2020','religion',0.2704540719081592
'February 2020','religion',0.1779647511618781
'February 2020','Bill-Gates',0.08711080553403762
'February 2020','doubt',0.11819957393604355
'February 2020','side-effects',0.10983928965297367
'February 2020','Bill-Gates',0.08597768236673321
'February 2020','Bill-Gates',0.27047812804533866
'February 2020','doubt',0.363152237624158
'February 2020','doubt',0.3295109834183556
'February 2020','side-effects',0.11785003868235663
'February 2020','doubt',0.11261149101893508
'February 2020','politics',0.07672789465847392
'February 2020','doubt',0.11995831093139529
'February 2020','side-effects',0.09405768665426992
'February 2020','doubt',0.21771735959849253
'February 2020','treatment',0.2605376554154609
'February 2020','Bill-Gates',0.07905650600639719
'February 2020','Bill-Gates',0.09251871435544542
'February 2020','doubt',0.08699008395070892
'February 2020','Bill-Gates',0.24212656626720164
'February 2020','Bill-Gates',0.07704335418456533
'February 2020','doubt',0.097221840249998
'February 2020','treatment',0.08963898943045465
'February 2020','politics',0.13898835577586052
'February 2020','Bill-Gates',0.07238193065186567
'February 2020','treatment',0.35334193031341465
'February 2020','politics',0.1370256216041068
'February 2020','Bill-Gates',0.09938217416153416
'February 2020','doubt',0.07715037993435381
'February 2020','Bill-Gates',0.22492520307749725
'February 2020','Bill-Gates',0.09583846794104872
'February 2020','politics',0.14941639025037967
'February 2020','Bill-Gates',0.09525390357806118
'February 2020','covid-response',0.08592047028678923
'February 2020','Bill-Gates',0.10831954029473091
'February 2020','doubt',0.0880652401362047
'February 2020','Bill-Gates',0.20182030566601095
'February 2020','doubt',0.15719309952826427
'February 2020','far-right',0.07557242636636476
'February 2020','Bill-Gates',0.12103062956907351
'February 2020','politics',0.16655361570281524
'February 2020','covid-response',0.2698358270147068
'February 2020','politics',0.08298922281083104
'February 2020','politics',0.11232414510856664
'February 2020','doubt',0.10803905003606991
'February 2020','bio-attack',0.10623009209661677
'February 2020','side-effects',0.06965707422799156
'February 2020','doubt',0.17987368216206057
'February 2020','treatment',0.19523732845622996
'February 2020','politics',0.09211657982237811
'February 2020','side-effects',0.07349722094347122
'February 2020','covid-response',0.145025076848108
'February 2020','doubt',0.2221493532807545
'February 2020','covid-response',0.08981782032043709
'February 2020','side-effects',0.13770761128599235
'February 2020','side-effects',0.09839032620935091
'February 2020','covid-response',0.254782772914123
'February 2020','treatment',0.6555812935725396
'February 2020','politics',0.08465777629428108
'February 2020','side-effects',0.2469270842452192
'February 2020','treatment',0.08737017465796812
'February 2020','treatment',0.2531632483664243
'February 2020','Bill-Gates',0.09111697574474245
'February 2020','bio-attack',0.12516428626027115
'February 2020','politics',0.06009979740478556
'February 2020','side-effects',0.12783640754285525
'February 2020','side-effects',0.06493939350559183
'February 2020','politics',0.061881597981810046
'February 2020','side-effects',0.1106435327365399
'February 2020','bio-attack',0.6581330169914672
'February 2020','Bill-Gates',0.37230545850852764
'February 2020','far-right',0.07381911438845756
'February 2020','politics',0.0894684123680164
'February 2020','covid-response',0.17207793303606506
'February 2020','politics',0.08810125990180528
'February 2020','politics',0.09472083079014174
'February 2020','covid-response',0.3240799624597209
'February 2020','politics',0.062081510972562606
'February 2020','politics',0.22181294855564393
'February 2020','Bill-Gates',0.20094996495696063
'February 2020','politics',0.2565655413866925
'February 2020','politics',0.12193187625861555
'February 2020','politics',0.08134498004932864
'February 2020','covid-response',0.055880242653154465
'February 2020','politics',0.11436737028570576
'February 2020','bio-attack',0.1887087036270122
'February 2020','politics',0.0746911499558558
'February 2020','politics',0.05891704201830586
'February 2020','covid-response',0.08749194497636091
'February 2020','politics',0.08386723698017008
'February 2020','politics',0.12540877608470918
'February 2020','bio-attack',0.1547361545154318
'February 2020','Bill-Gates',0.14369806275238564
'February 2020','bio-attack',0.24305896698073154
'February 2020','covid-response',0.10818002636627322
'February 2020','bio-attack',0.29108112430007643
'February 2020','politics',0.11988209232497152
'February 2020','politics',0.08500008883170757
'February 2020','politics',0.08626147769238675
'February 2020','politics',0.1789138450944864
'February 2020','politics',0.05664162430152339
'February 2020','politics',0.08765139298501023
'February 2020','politics',0.06064187041586172
'February 2020','politics',0.05998278453959523
'February 2020','Bill-Gates',0.25572330015745437
'February 2020','politics',0.051124112222745946
'February 2020','bio-attack',0.27969335961013236
'February 2020','politics',0.08743256328707336
'February 2020','covid-response',0.18372224751721117
'February 2020','bio-attack',0.06844581826234786
'February 2020','far-right',0.12792214681980796
'February 2020','politics',0.18275427635434904
'February 2020','bio-attack',0.19458203782095468
'February 2020','politics',0.09312438376630577
'February 2020','covid-response',0.09041049074321567
'February 2020','covid-response',0.10086872093683028
'February 2020','covid-response',0.05192512417378881
'February 2020','politics',0.12257899305189537
'February 2020','covid-response',0.2783367263123866
'February 2020','politics',0.054266397343067624
'February 2020','politics',0.06825704323713325
'February 2020','bio-attack',0.2599191355485364
'February 2020','covid-response',0.10866517599361501
'February 2020','far-right',0.05552145958599203
'February 2020','covid-response',0.06783364601851036
'February 2020','politics',0.2519287118424434
'February 2020','politics',0.049164088826548366
'February 2020','politics',0.0687531315681865
'February 2020','politics',0.13061122671807232
'February 2020','far-right',0.07754126832135763
'February 2020','politics',0.05594813672898526
'February 2020','politics',0.10343482463132812
'February 2020','politics',0.08790866038210753
'February 2020','politics',0.1388869686002414
'February 2020','covid-response',0.10189970144430222
'February 2020','politics',0.06351329196444949
'February 2020','politics',0.05547457510271042
'February 2020','bio-attack',0.15542189471378212
'February 2020','politics',0.07610354142745573
'February 2020','politics',0.08960291950292588
'February 2020','covid-response',0.07408996544884242
'February 2020','far-right',0.2591506752358507
'February 2020','politics',0.09528593064484443
'February 2020','Bill-Gates',0.19753001385391233
'February 2020','Bill-Gates',0.4236162785419082
'February 2020','politics',0.08978571552681017
'February 2020','politics',0.15492740997177096
'February 2020','politics',0.12131249780188832
'February 2020','politics',0.04771105514023638
'February 2020','politics',0.219376530948993
'February 2020','bio-attack',0.05534085361716633
'February 2020','bio-attack',0.0863799641036587
'February 2020','politics',0.05327044206366341
'February 2020','politics',0.17901087924215114
'February 2020','politics',0.07373806995736387
'February 2020','covid-response',0.19230864974595757
'February 2020','politics',0.09399471561446959
'February 2020','covid-response',0.047406210910527005
'February 2020','politics',0.050791931389279205
'February 2020','covid-response',0.09973780295610588
'February 2020','covid-response',0.053403397282806624
'February 2020','politics',0.07997962431660106
'February 2020','politics',0.0652223836303918
'February 2020','politics',0.04693865394622147
'February 2020','politics',0.07261114123738181
'February 2020','far-right',0.09927669391247765
'February 2020','politics',0.07263629370120424
'February 2020','Bill-Gates',0.1803504330717593
'February 2020','politics',0.0825667212776399
'February 2020','covid-response',0.12284571319618248
'February 2020','covid-response',0.06419503790621463
'February 2020','far-right',0.048015081805092674
'February 2020','far-right',0.07808938716449294
'February 2020','far-right',0.06899404718289837
'February 2020','politics',0.08409254720586076
'February 2020','politics',0.09192292656039491
'February 2020','politics',0.07766760937148665
'February 2020','far-right',0.05371282602216194
'February 2020','politics',0.04976557020886552
'February 2020','bio-attack',0.2027115974599556
'February 2020','politics',0.16180808130809987
'February 2020','politics',0.08479000239249272
'February 2020','Bill-Gates',0.050973614388564056
'February 2020','politics',0.0729016816806474
'February 2020','politics',0.14342266998052805
'February 2020','politics',0.13260202761783468
'February 2020','politics',0.05173059115764343
'February 2020','politics',0.05622651519326703
'February 2020','covid-response',0.09429724873369842
'February 2020','covid-response',0.05042194334726684
'February 2020','politics',0.05327428776825566
'February 2020','politics',0.06366502002215946
'February 2020','bio-attack',0.16778674961213935
'February 2020','covid-response',0.23758774530143667
'February 2020','Bill-Gates',0.13182850281890923
'February 2020','bio-attack',0.16927534292215643
'February 2020','covid-response',0.17470953997776967
'February 2020','politics',0.07707338259582351
'February 2020','far-right',0.12649540071843043
'February 2020','bio-attack',0.1915567489808943
'February 2020','far-right',0.16084797829144762
'February 2020','politics',0.15777812255616772
'February 2020','politics',0.10553749786088515
'February 2020','covid-response',0.08079788590486632
'February 2020','politics',0.16721988532502022
'February 2020','far-right',0.08354073798884644
'February 2020','far-right',0.08029273345735001
'February 2020','bio-attack',0.05939974636468691
'February 2020','covid-response',0.1666616494562408
'February 2020','politics',0.21003062478347168
'February 2020','Bill-Gates',0.04920584516884072
'February 2020','politics',0.09804945689078887
'February 2020','politics',0.04544039189718982
'February 2020','bio-attack',0.10074088800937299
'February 2020','politics',0.08107435367731615
'February 2020','politics',0.13561667755548004
'February 2020','Bill-Gates',0.1297815772344872
'February 2020','politics',0.04611341109643353
'February 2020','politics',0.06296761856625144
'February 2020','Bill-Gates',0.0677066758105337
'February 2020','bio-attack',0.11797211898463769
'February 2020','politics',0.06763682164024176
'February 2020','bio-attack',0.12911064005565415
'February 2020','politics',0.05435967725625968
'February 2020','politics',0.04905701844457883
'February 2020','Bill-Gates',0.1159906997531397
'February 2020','Bill-Gates',0.0684978457990255
'February 2020','bio-attack',0.056385265300580065
'February 2020','politics',0.1258402493476071
'February 2020','politics',0.15210359857250516
'February 2020','Bill-Gates',0.14385600695057976
'February 2020','Bill-Gates',0.0461880349510804
'February 2020','Bill-Gates',0.10813307257887395
'February 2020','politics',0.07824357112667216
'February 2020','bio-attack',0.21037514164273788
'February 2020','bio-attack',0.07723180746681067
'February 2020','politics',0.05777912432156426
'February 2020','politics',0.04663766095756973
'February 2020','bio-attack',0.18653962503000907
'February 2020','treatment',0.1426065448945294
'February 2020','Bill-Gates',0.04471483372465912
'February 2020','politics',0.06515451443686503
'February 2020','treatment',0.07903125694775393
'February 2020','treatment',0.04554576372095875
'February 2020','politics',0.04398758513083402
'February 2020','doubt',0.11658122298518654
'February 2020','politics',0.04841838100484147
'February 2020','Bill-Gates',0.056437913565491354
'February 2020','covid-response',0.04387707665280937
'February 2020','politics',0.056946096137426995
'February 2020','doubt',0.04479473517958552
'February 2020','covid-response',0.04984992927982736
'February 2020','Bill-Gates',0.051014307731432396
'February 2020','politics',0.05078291887376968
'February 2020','doubt',0.12743309314195184
'February 2020','politics',0.06115939852255907
'February 2020','doubt',0.35914077544460193
'February 2020','covid-response',0.09654373833730699
'February 2020','Bill-Gates',0.04469557878044878
'February 2020','treatment',0.11721741918211222
'February 2020','politics',0.07669989235665864
'February 2020','covid-response',0.09799020992407462
'February 2020','politics',0.15579034200852204
'February 2020','treatment',0.22588608834831306
'February 2020','Bill-Gates',0.051130787419827135
'February 2020','treatment',0.10901614116100117
'February 2020','covid-response',0.04513656069496774
'February 2020','covid-response',0.04329524880209515
'February 2020','treatment',0.08653295985324552
'February 2020','covid-response',0.1408217000644773
'February 2020','Bill-Gates',0.04478264807195027
'February 2020','politics',0.08249855673042693
'February 2020','doubt',0.04690162661897875
'February 2020','covid-response',0.04798791282338855
'February 2020','treatment',0.04050388306578512
'February 2020','politics',0.12936315173765708
'February 2020','politics',0.18844585936285269
'February 2020','politics',0.08858280215618755
'February 2020','politics',0.4654081245222885
'February 2020','covid-response',0.07892211611781808
'February 2020','covid-response',0.10460468479063471
'February 2020','politics',0.09549612225866536
'February 2020','covid-response',0.14733163413440387
'February 2020','treatment',0.09223553922155604
'February 2020','treatment',0.09526633050594135
'February 2020','covid-response',0.09904045761550248
'February 2020','politics',0.04812611230178773
'February 2020','covid-response',0.04508306352039219
'February 2020','treatment',0.045423151507504464
'February 2020','politics',0.08833833490830191
'February 2020','politics',0.06929101337710786
'February 2020','politics',0.054337730877426355
'February 2020','politics',0.09196663646833866
'February 2020','politics',0.047555846022575864
'February 2020','politics',0.11495328367522406
'February 2020','politics',0.23329439761872134
'March 2020','Bill-Gates',0.3062254758214352
'March 2020','religion',0.12772184898558345
'March 2020','Bill-Gates',0.11746928010511898
'March 2020','religion',0.11385690159062044
'March 2020','religion',0.11315297698302393
'March 2020','religion',0.3524757707973914
'March 2020','doubt',0.821044643459138
'March 2020','religion',0.8161187308229214
'March 2020','religion',0.10091318655518043
'March 2020','religion',0.15202446622506366
'March 2020','doubt',0.3512245566788409
'March 2020','religion',0.17806833742483494
'March 2020','religion',0.10205822363102882
'March 2020','religion',0.15200204158376285
'March 2020','doubt',0.13945366349372268
'March 2020','side-effects',0.14021666539875927
'March 2020','religion',0.08835986695669973
'March 2020','doubt',0.23615670487916812
'March 2020','doubt',0.17305116995508107
'March 2020','doubt',0.09839716466100737
'March 2020','religion',0.3507935443494719
'March 2020','Bill-Gates',0.10271835433986162
'March 2020','doubt',0.2637938775829965
'March 2020','treatment',0.34044131660343113
'March 2020','politics',0.16356177001414368
'March 2020','religion',0.1373650965425939
'March 2020','treatment',0.2987013386633044
'March 2020','Bill-Gates',0.09408074394359835
'March 2020','religion',0.3355519225026762
'March 2020','doubt',0.08692590923652216
'March 2020','doubt',0.3634576261121723
'March 2020','doubt',0.2789629321947621
'March 2020','side-effects',0.09651712097572605
'March 2020','doubt',0.08704835583064541
'March 2020','Bill-Gates',0.0953358559990906
'March 2020','politics',0.07831098307950479
'March 2020','doubt',0.19494130335619791
'March 2020','side-effects',0.07506714184355934
'March 2020','doubt',0.08036096214037011
'March 2020','treatment',0.3256355060099779
'March 2020','doubt',0.1134340469987643
'March 2020','side-effects',0.10273467483224633
'March 2020','Bill-Gates',0.07785026113377685
'March 2020','Bill-Gates',0.11063121695284193
'March 2020','doubt',0.1337795079954412
'March 2020','Bill-Gates',0.11288274217620384
'March 2020','Bill-Gates',0.0959377607785308
'March 2020','Bill-Gates',0.10223224664925507
'March 2020','doubt',0.12554006033762632
'March 2020','treatment',0.13991452824181136
'March 2020','politics',0.10532105190347052
'March 2020','treatment',0.35364731880142897
'March 2020','side-effects',0.09133011860094761
'March 2020','Bill-Gates',0.06974361334493637
'March 2020','doubt',0.14597599697990293
'March 2020','Bill-Gates',0.08517426552897808
'March 2020','Bill-Gates',0.09378605324834449
'March 2020','Bill-Gates',0.06679574376875293
'March 2020','covid-response',0.07495348382767764
'March 2020','Bill-Gates',0.0672783671265634
'March 2020','Bill-Gates',0.11923752351497892
'March 2020','Bill-Gates',0.06985383821261622
'March 2020','Bill-Gates',0.06825248803474478
'March 2020','Bill-Gates',0.110610774184122
'March 2020','Bill-Gates',0.06831016774446094
'March 2020','doubt',0.09368877008695513
'March 2020','far-right',0.19962674816454487
'March 2020','politics',0.12854101652226224
'March 2020','Bill-Gates',0.23526722563836386
'March 2020','side-effects',0.07480533728208638
'March 2020','politics',0.09287562175655112
'March 2020','covid-response',0.15988243388439405
'March 2020','politics',0.0998790943507077
'March 2020','politics',0.06377944398455297
'March 2020','doubt',0.11873802167285552
'March 2020','side-effects',0.07276546982965676
'March 2020','side-effects',0.09755076671317998
'March 2020','doubt',0.31819712438769027
'March 2020','doubt',0.08649561600234656
'March 2020','treatment',0.15491898988313044
'March 2020','politics',0.06678809343225808
